0,2.0,1.0,242
1,0.0,1.0,242
2,0.0,1.0,241
3,0.0,1.0,241
4,-4.0,1.0,242
5,1.0,-1.0,242
6,14.0,-6.0,241
7,-6.0,2.0,242
8,-9.0,25.0,242
9,8.0,59.0,240
10,14.0,77.0,242
11,9.0,60.0,241
12,1.0,31.0,241
13,30.0,43.0,240
14,-1.0,31.0,243
15,2.0,14.0,242
16,-1.0,-17.0,244
17,-5.0,-52.0,237
18,7.0,1.0,239
19,-35.0,-72.0,240
20,-11.0,-37.0,240
21,2.0,-37.0,240
22,-3.0,-32.0,239
23,6.0,-6.0,240
24,51.0,31.0,242
25,70.0,20.0,241
26,60.0,-77.0,242
27,34.0,-88.0,239
28,-19.0,-83.0,236
29,-38.0,-76.0,248
30,-56.0,-31.0,242
31,-116.0,-44.0,236
32,-121.0,-23.0,243
33,-118.0,11.0,241
34,-106.0,56.0,250
35,-34.0,61.0,242
36,69.0,46.0,248
37,120.0,42.0,241
38,156.0,4.0,243
39,139.0,9.0,241
40,93.0,-47.0,239
41,124.0,-6.0,238
42,5.0,-123.0,239
43,-105.0,-85.0,240
44,-102.0,-39.0,244
45,-94.0,-57.0,243
46,-46.0,-13.0,242
47,-33.0,-6.0,241
48,-64.0,-41.0,239
49,-75.0,17.0,246
50,-95.0,24.0,236
51,-62.0,72.0,245
52,19.0,73.0,239
53,38.0,31.0,242
54,76.0,18.0,244
55,84.0,-27.0,238
56,92.0,-17.0,242
57,2.0,1.0,242
58,0.0,10.0,242
59,-12.0,-2.0,244
