0,0.0,0.0,243
1,0.0,0.0,242
2,0.0,-1.0,241
3,0.0,0.0,243
4,0.0,0.0,241
5,0.0,0.0,242
6,0.0,0.0,241
7,0.0,0.0,241
8,0.0,0.0,243
9,0.0,0.0,241
10,0.0,1.0,244
11,1.0,0.0,245
12,-1.0,-5.0,244
13,0.0,-1.0,245
14,0.0,5.0,250
15,0.0,0.0,241
16,0.0,0.0,242
17,0.0,0.0,243
18,0.0,0.0,241
19,0.0,0.0,243
20,0.0,7.0,243
21,0.0,-2.0,243
22,0.0,5.0,242
23,1.0,0.0,241
24,0.0,13.0,243
25,1.0,-1.0,243
26,0.0,-1.0,243
27,1.0,1.0,241
28,0.0,0.0,242
29,0.0,1.0,242
30,0.0,0.0,243
31,0.0,0.0,241
32,-1.0,0.0,243
33,0.0,-1.0,242
34,0.0,1.0,242
35,0.0,-1.0,241
36,0.0,0.0,241
37,0.0,0.0,242
38,0.0,0.0,242
39,0.0,0.0,243
40,0.0,-1.0,244
41,0.0,0.0,241
42,-1.0,0.0,243
43,0.0,-2.0,243
44,1.0,0.0,242
45,0.0,2.0,241
46,0.0,0.0,242
47,0.0,2.0,242
48,1.0,0.0,243
49,0.0,0.0,243
50,0.0,0.0,241
51,0.0,0.0,242
52,0.0,0.0,241
53,0.0,0.0,242
54,0.0,0.0,242
55,0.0,0.0,241
56,0.0,0.0,243
57,1.0,-1.0,242
58,0.0,0.0,242
59,1.0,0.0,242
