0,0.0,0.0,242
1,-1.0,1.0,243
2,0.0,0.0,241
3,0.0,0.0,241
4,-1.0,-1.0,240
5,0.0,0.0,243
6,-1.0,0.0,242
7,-1.0,1.0,242
8,-1.0,0.0,242
9,-19.0,36.0,242
10,12.0,42.0,242
11,13.0,60.0,243
12,2.0,45.0,240
13,17.0,83.0,241
14,37.0,55.0,243
15,35.0,32.0,237
16,4.0,-12.0,244
17,14.0,-26.0,241
18,10.0,-104.0,241
19,-7.0,-74.0,242
20,-30.0,-87.0,242
21,-47.0,-60.0,239
22,-7.0,-36.0,241
23,14.0,-36.0,242
24,25.0,-19.0,241
25,23.0,-36.0,243
26,24.0,-58.0,241
27,21.0,-40.0,240
28,23.0,-20.0,241
29,-13.0,-32.0,242
30,-29.0,-37.0,238
31,3.0,23.0,240
32,-18.0,28.0,240
33,0.0,25.0,237
34,-16.0,54.0,236
35,-33.0,57.0,243
36,-55.0,72.0,241
37,-72.0,36.0,243
38,-92.0,41.0,244
39,-95.0,24.0,238
40,-9.0,47.0,246
41,-18.0,33.0,241
42,23.0,-4.0,242
43,56.0,3.0,240
44,28.0,-44.0,243
45,82.0,-23.0,245
46,44.0,-33.0,241
47,42.0,-2.0,241
48,32.0,-11.0,240
49,58.0,-6.0,241
50,90.0,11.0,242
51,59.0,-11.0,244
52,42.0,0.0,244
53,31.0,-1.0,242
54,-2.0,-21.0,247
55,-1.0,16.0,239
56,-53.0,-14.0,241
57,-114.0,-7.0,241
58,-103.0,-16.0,240
59,-2.0,1.0,241
