0,1,-1,241
1,1,-1,242
2,3,4,241
3,-3,-13,241
4,0,-1,241
5,1,0,242
6,0,6,242
7,-7,20,241
8,-11,8,243
9,-19,5,242
10,-19,-1,242
11,-13,-4,241
12,-11,-8,243
13,-15,-10,240
14,-1,-8,242
15,2,-6,241
16,-8,-12,240
17,-2,-13,241
18,-5,-24,242
19,9,-13,242
20,5,-14,241
21,-1,-11,242
22,-2,-16,242
23,14,-10,243
24,2,-12,243
25,6,2,243
26,6,-10,241
27,7,-10,240
28,20,-9,239
29,12,-10,242
30,10,-7,243
31,8,-10,238
32,7,-9,242
33,14,5,239
34,20,5,241
35,15,21,243
36,14,-3,242
37,16,1,241
38,14,-3,240
39,17,18,243
40,15,10,242
41,4,23,241
42,9,10,241
43,9,6,240
44,7,10,242
45,-5,9,242
46,-6,16,241
47,-2,11,240
48,-4,5,241
49,-1,8,241
50,-3,1,242
51,-6,4,243
52,-7,-2,243
53,-10,-12,242
54,-14,-9,242
55,-24,-22,242
56,-22,-24,243
57,0,-1,242
58,1,0,241
59,1,-1,242
